Firstname,Surname,Name,Gender,Nation,Team,EventName,ClassName,GroupdName,RaceName,PassingTime,AccumulatedTime,TimeFormatted,NetTime,Time,TimeSmoothed,TimeSmoothedFormatted,Place (total),DiffTimeTotal,DiffTimeTotalFormatted,DiffRoundsTotal,Place (class),DiffTimeClass,DiffTimeClassFormatted,DiffRoundsClass,Place (gender),DiffTimeGender,DiffTimeGenderFormatted,DiffRoundsGender,Starttime,StarttimeFormatted
Jon,Breivold,Jon Breivold,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:43:38.4800000,9659050,2:40:59.0,9659050,2:40:59.0,9659050,2023-01-21T13:43:38.4800000,538,3796600,1:03:16.6,0,97,3265200,54:25.2,0,498,3796600,1:03:16.6,0,2023-01-21T11:02:39.430000,11:02:39
Fredric,Lagerström,Fredric Lagerström,M,SE,Gävle Skidkamrater,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:56.4200000,9672780,2:41:12.7,9672780,2:41:12.7,9672780,2023-01-21T13:41:56.4200000,539,3810300,1:03:30.3,0,120,3506400,58:26.4,0,499,3810300,1:03:30.3,0,2023-01-21T11:00:43.640000,11:00:43
Viktor,Sandberg,Viktor Sandberg,M,SE,Snö & tö Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:50.8100000,9684360,2:41:24.3,9684360,2:41:24.3,9684360,2023-01-21T13:41:50.8100000,540,3821900,1:03:41.9,0,121,3518000,58:38.0,0,500,3821900,1:03:41.9,0,2023-01-21T11:00:26.450000,11:00:26
Johannes,Carlsson Matti,Johannes Carlsson Matti,M,SE,Borås sk,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:58.6300000,9691710,2:41:31.7,9691710,2:41:31.7,9691710,2023-01-21T13:41:58.6300000,541,3829300,1:03:49.3,0,122,3525400,58:45.4,0,501,3829300,1:03:49.3,0,2023-01-21T11:00:26.920000,11:00:26
Hans,Karlsson,Hans Karlsson,M,SE,Almunge IK,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:44:07.9200000,9701100,2:41:41.1,9701100,2:41:41.1,9701100,2023-01-21T13:44:07.9200000,542,3838700,1:03:58.7,0,40,2793200,46:33.2,0,502,3838700,1:03:58.7,0,2023-01-21T11:02:26.820000,11:02:26
Lars,Jonsson,Lars Jonsson,M,SE,Landsbro IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:44:30.2400000,9702680,2:41:42.6,9702680,2:41:42.6,9702680,2023-01-21T13:44:30.2400000,543,3840200,1:04:00.2,0,240,3840200,1:04:00.2,0,503,3840200,1:04:00.2,0,2023-01-21T11:02:47.560000,11:02:47
Stefan,Lindh,Stefan Lindh,M,SE,IFK Hedemora Skidor,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:44:39.7200000,9728280,2:42:08.2,9728280,2:42:08.2,9728280,2023-01-21T13:44:39.7200000,544,3865800,1:04:25.8,0,41,2820300,47:00.3,0,504,3865800,1:04:25.8,0,2023-01-21T11:02:31.440000,11:02:31
Daniel,Frisén,Daniel Frisén,M,SE,Edsbyns SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:44:47.0400000,9739690,2:42:19.6,9739690,2:42:19.6,9739690,2023-01-21T13:44:47.0400000,545,3877200,1:04:37.2,0,241,3877200,1:04:37.2,0,505,3877200,1:04:37.2,0,2023-01-21T11:02:27.350000,11:02:27
Mikael,Lindström,Mikael Lindström,M,SE,Axa,MoraLoppet 2023,Herr 50-59,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:45:15.6500000,9739980,2:42:19.9,9739980,2:42:19.9,9739980,2023-01-21T13:45:15.6500000,546,3877500,1:04:37.5,0,98,3346100,55:46.1,0,506,3877500,1:04:37.5,0,2023-01-21T11:02:55.670000,11:02:55
Joakim,Lindström,Joakim Lindström,M,SE,Sockertoppen IF,MoraLoppet 2023,Herr 50-59,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:45:14.7500000,9740580,2:42:20.5,9740580,2:42:20.5,9740580,2023-01-21T13:45:14.7500000,547,3878100,1:04:38.1,0,99,3346700,55:46.7,0,507,3878100,1:04:38.1,0,2023-01-21T11:02:54.170000,11:02:54
Magnus,Daremo,Magnus Daremo,M,SE,Axa SC,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:45:02.5200000,9769470,2:42:49.4,9769470,2:42:49.4,9769470,2023-01-21T13:45:02.5200000,548,3907000,1:05:07.0,0,123,3603100,1:00:03.1,0,508,3907000,1:05:07.0,0,2023-01-21T11:02:13.050000,11:02:13
Nils,Björelind,Nils Björelind,M,SE,Nacka Värmdö SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:45:32.3400000,9775000,2:42:55.0,9775000,2:42:55.0,9775000,2023-01-21T13:45:32.3400000,549,3912600,1:05:12.6,0,242,3912600,1:05:12.6,0,509,3912600,1:05:12.6,0,2023-01-21T11:02:37.340000,11:02:37
Esbjörn,Lundevall,Esbjörn Lundevall,M,SE,Axa sc,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:45:11.8500000,9779640,2:42:59.6,9779640,2:42:59.6,9779640,2023-01-21T13:45:11.8500000,550,3917200,1:05:17.2,0,124,3613300,1:00:13.3,0,510,3917200,1:05:17.2,0,2023-01-21T11:02:12.210000,11:02:12
Anna,Granevärn,Anna Granevärn,F,SE,Hallens Sportklubb,MoraLoppet 2023,Dam 40-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:45:59.3700000,9790130,2:43:10.1,9790130,2:43:10.1,9790130,2023-01-21T13:45:59.3700000,551,3927700,1:05:27.7,0,9,2767200,46:07.2,0,41,2767200,46:07.2,0,2023-01-21T11:02:49.240000,11:02:49
Oscar,Solmell,Oscar Solmell,M,SE,Axa sc,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:45:49.2600000,9803850,2:43:23.8,9803850,2:43:23.8,9803850,2023-01-21T13:45:49.2600000,552,3941400,1:05:41.4,0,243,3941400,1:05:41.4,0,511,3941400,1:05:41.4,0,2023-01-21T11:02:25.410000,11:02:25
Hans,Furuland,Hans Furuland,M,SE,IF Thor,MoraLoppet 2023,Herr 60-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:46:02.9200000,9808740,2:43:28.7,9808740,2:43:28.7,9808740,2023-01-21T13:46:02.9200000,553,3946300,1:05:46.3,0,42,2900800,48:20.8,0,512,3946300,1:05:46.3,0,2023-01-21T11:02:34.180000,11:02:34
Jan,Gunnarsson,Jan Gunnarsson,M,SE,Öje if,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:46:26.3900000,9811410,2:43:31.4,9811410,2:43:31.4,9811410,2023-01-21T13:46:26.3900000,554,3949000,1:05:49.0,0,43,2903500,48:23.5,0,513,3949000,1:05:49.0,0,2023-01-21T11:02:54.980000,11:02:54
Linus,Öberg,Linus Öberg,M,SE,Öberg,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:44:25.5500000,9822360,2:43:42.3,9822360,2:43:42.3,9822360,2023-01-21T13:44:25.5500000,555,3959900,1:05:59.9,0,244,3959900,1:05:59.9,0,514,3959900,1:05:59.9,0,2023-01-21T11:00:43.190000,11:00:43
Catharina,Söderström,Catharina Söderström,F,SE,Bromma IF,MoraLoppet 2023,Dam 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:46:15.0800000,9834440,2:43:54.4,9834440,2:43:54.4,9834440,2023-01-21T13:46:15.0800000,556,3972000,1:06:12.0,0,1,0,0:00.0,0,42,2811500,46:51.5,0,2023-01-21T11:02:20.640000,11:02:20
Stefan,Johnson,Stefan Johnson,M,SE,Granbergsdal IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:47:18.3700000,9846330,2:44:06.3,9846330,2:44:06.3,9846330,2023-01-21T13:47:18.3700000,557,3983900,1:06:23.9,0,245,3983900,1:06:23.9,0,515,3983900,1:06:23.9,0,2023-01-21T11:03:12.040000,11:03:12
Johan,Sandberg,Johan Sandberg,M,SE,Axa sc,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:46:39.3700000,9854250,2:44:14.2,9854250,2:44:14.2,9854250,2023-01-21T13:46:39.3700000,558,3991800,1:06:31.8,0,125,3687900,1:01:27.9,0,516,3991800,1:06:31.8,0,2023-01-21T11:02:25.120000,11:02:25
Erik,Kockum,Erik Kockum,M,SE,Axa Sports Club,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:47:21.7700000,9860250,2:44:20.2,9860250,2:44:20.2,9860250,2023-01-21T13:47:21.7700000,559,3997800,1:06:37.8,0,126,3693900,1:01:33.9,0,517,3997800,1:06:37.8,0,2023-01-21T11:03:01.520000,11:03:01
Lova,Kallhed,Lova Kallhed,F,SE,Nässjö ski,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:46:54.4200000,9868550,2:44:28.5,9868550,2:44:28.5,9868550,2023-01-21T13:46:54.4200000,560,4006100,1:06:46.1,0,33,2705100,45:05.1,0,43,2845600,47:25.6,0,2023-01-21T11:02:25.870000,11:02:25
Christoffer,Mätare,Christoffer Mätare,M,SE,Gagnefs IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:47:07.9300000,9874930,2:44:34.9,9874930,2:44:34.9,9874930,2023-01-21T13:47:07.9300000,561,4012500,1:06:52.5,0,246,4012500,1:06:52.5,0,518,4012500,1:06:52.5,0,2023-01-21T11:02:33.000000,11:02:33
Henrik,Jonsson,Henrik Jonsson,M,SE,Finnskogarna SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:45:26.4300000,9896000,2:44:56.0,9896000,2:44:56.0,9896000,2023-01-21T13:45:26.4300000,562,4033600,1:07:13.6,0,247,4033600,1:07:13.6,0,519,4033600,1:07:13.6,0,2023-01-21T11:00:30.430000,11:00:30
Martin,Mimer,Martin Mimer,M,SE,Linköping Sk,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:48:24.2700000,9920450,2:45:20.4,9920450,2:45:20.4,9920450,2023-01-21T13:48:24.2700000,563,4058000,1:07:38.0,0,127,3754100,1:02:34.1,0,520,4058000,1:07:38.0,0,2023-01-21T11:03:03.820000,11:03:03
Anders,Johansson,Anders Johansson,M,SE,OK Hammaren,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:48:03.7700000,9924470,2:45:24.4,9924470,2:45:24.4,9924470,2023-01-21T13:48:03.7700000,564,4062000,1:07:42.0,0,100,3530600,58:50.6,0,521,4062000,1:07:42.0,0,2023-01-21T11:02:39.300000,11:02:39
Thomas,Ewertzh,Thomas Ewertzh,M,SE,AXA Sports Club,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:48:11.2600000,9927890,2:45:27.8,9927890,2:45:27.8,9927890,2023-01-21T13:48:11.2600000,565,4065400,1:07:45.4,0,44,3019900,50:19.9,0,522,4065400,1:07:45.4,0,2023-01-21T11:02:43.370000,11:02:43
Hans,Rimbe,Hans Rimbe,M,SE,Täby IS SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:47:45.8800000,9928650,2:45:28.6,9928650,2:45:28.6,9928650,2023-01-21T13:47:45.8800000,566,4066200,1:07:46.2,0,101,3534800,58:54.8,0,523,4066200,1:07:46.2,0,2023-01-21T11:02:17.230000,11:02:17
Martin,Sivertsson,Martin Sivertsson,M,SE,IK Stern,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:46:09.6700000,9939660,2:45:39.6,9939660,2:45:39.6,9939660,2023-01-21T13:46:09.6700000,567,4077200,1:07:57.2,0,248,4077200,1:07:57.2,0,524,4077200,1:07:57.2,0,2023-01-21T11:00:30.010000,11:00:30
Joel,Nåbo,Joel Nåbo,M,SE,sya sk,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:48:28.4600000,9943630,2:45:43.6,9943630,2:45:43.6,9943630,2023-01-21T13:48:28.4600000,568,4081200,1:08:01.2,0,249,4081200,1:08:01.2,0,525,4081200,1:08:01.2,0,2023-01-21T11:02:44.830000,11:02:44
Nils,Nilsson,Nils Nilsson,M,SE,Venjans AIK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:48:27.2300000,9948060,2:45:48.0,9948060,2:45:48.0,9948060,2023-01-21T13:48:27.2300000,569,4085600,1:08:05.6,0,250,4085600,1:08:05.6,0,526,4085600,1:08:05.6,0,2023-01-21T11:02:39.170000,11:02:39
Caroline,Jansson,Caroline Jansson,F,SE,XC Sthlm,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:48:44.2900000,9989200,2:46:29.2,9989200,2:46:29.2,9989200,2023-01-21T13:48:44.2900000,570,4126800,1:08:46.8,0,34,2825800,47:05.8,0,44,2966300,49:26.3,0,2023-01-21T11:02:15.090000,11:02:15
Henning,Bennet,Henning Bennet,M,SE,Täby OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:48:59.3600000,9998600,2:46:38.6,9998600,2:46:38.6,9998600,2023-01-21T13:48:59.3600000,571,4136200,1:08:56.2,0,251,4136200,1:08:56.2,0,527,4136200,1:08:56.2,0,2023-01-21T11:02:20.760000,11:02:20
Cecilia,Ingard,Cecilia Ingard,F,SE,Ikrex,MoraLoppet 2023,Dam 60,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:47:59.3200000,10029320,2:47:09.3,10029320,2:47:09.3,10029320,2023-01-21T13:47:59.3200000,572,4166900,1:09:26.9,0,1,0,0:00.0,0,45,3006400,50:06.4,0,2023-01-21T11:00:50.000000,11:00:50
Linus,Westin,Linus Westin,M,SE,Horn/Hycklinge IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:49:27.5200000,10036740,2:47:16.7,10036740,2:47:16.7,10036740,2023-01-21T13:49:27.5200000,573,4174300,1:09:34.3,0,128,3870400,1:04:30.4,0,528,4174300,1:09:34.3,0,2023-01-21T11:02:10.780000,11:02:10
Eleonor,Öström,Eleonor Öström,F,SE,IK Stern,MoraLoppet 2023,Dam 60,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:49:40.9600000,10042420,2:47:22.4,10042420,2:47:22.4,10042420,2023-01-21T13:49:40.9600000,574,4180000,1:09:40.0,0,2,13100,0:13.1,0,46,3019500,50:19.5,0,2023-01-21T11:02:18.540000,11:02:18
Erik,Rehn,Erik Rehn,M,SE,Högbo GIF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:50:40.1200000,10055540,2:47:35.5,10055540,2:47:35.5,10055540,2023-01-21T13:50:40.1200000,575,4193100,1:09:53.1,0,129,3889200,1:04:49.2,0,529,4193100,1:09:53.1,0,2023-01-21T11:03:04.580000,11:03:04
Tomas,Pleiner,Tomas Pleiner,M,SE,Täby OK,MoraLoppet 2023,Herr 50-59,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:50:12.4800000,10068400,2:47:48.4,10068400,2:47:48.4,10068400,2023-01-21T13:50:12.4800000,576,4206000,1:10:06.0,0,102,3674600,1:01:14.6,0,530,4206000,1:10:06.0,0,2023-01-21T11:02:24.080000,11:02:24
Björn,Augustsson,Björn Augustsson,M,SE,Ifk Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:51:33.3300000,10103290,2:48:23.2,10103290,2:48:23.2,10103290,2023-01-21T13:51:33.3300000,577,4240800,1:10:40.8,0,252,4240800,1:10:40.8,0,531,4240800,1:10:40.8,0,2023-01-21T11:03:10.040000,11:03:10
Patrik,Sigurdh,Patrik Sigurdh,M,SE,Landsbro IF Skidor,MoraLoppet 2023,Herr Motion,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:51:40.5900000,10119310,2:48:39.3,10119310,2:48:39.3,10119310,2023-01-21T13:51:40.5900000,578,4256900,1:10:56.9,0,5,2071500,34:31.5,0,532,4256900,1:10:56.9,0,2023-01-21T11:03:01.280000,11:03:01
Philip,Ström,Philip Ström,M,SE,IFK Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:51:42.0900000,10146690,2:49:06.6,10146690,2:49:06.6,10146690,2023-01-21T13:51:42.0900000,579,4284200,1:11:24.2,0,253,4284200,1:11:24.2,0,533,4284200,1:11:24.2,0,2023-01-21T11:02:35.400000,11:02:35
Markus,Welander,Markus Welander,M,SE,axa sc,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:52:01.0500000,10154280,2:49:14.2,10154280,2:49:14.2,10154280,2023-01-21T13:52:01.0500000,580,4291800,1:11:31.8,0,130,3987900,1:06:27.9,0,534,4291800,1:11:31.8,0,2023-01-21T11:02:46.770000,11:02:46
Tomas,Finn,Tomas Finn,M,SE,Snö & Tö,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:51:51.8600000,10161410,2:49:21.4,10161410,2:49:21.4,10161410,2023-01-21T13:51:51.8600000,581,4299000,1:11:39.0,0,103,3767600,1:02:47.6,0,535,4299000,1:11:39.0,0,2023-01-21T11:02:30.450000,11:02:30
Anna,Dandenell,Anna Dandenell,F,SE,Täby IS,MoraLoppet 2023,Dam 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:51:42.6800000,10162280,2:49:22.2,10162280,2:49:22.2,10162280,2023-01-21T13:51:42.6800000,582,4299800,1:11:39.8,0,2,327800,5:27.8,0,47,3139300,52:19.3,0,2023-01-21T11:02:20.400000,11:02:20
Johan,Lif,Johan Lif,M,SE,Gävle Skidkamrater,MoraLoppet 2023,Herr Motion,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:41.8800000,10224530,2:50:24.5,10224530,2:50:24.5,10224530,2023-01-21T13:53:41.8800000,583,4362100,1:12:42.1,0,6,2176700,36:16.7,0,536,4362100,1:12:42.1,0,2023-01-21T11:03:17.350000,11:03:17
Alma,Sarenmark,Alma Sarenmark,F,SE,Sk Leksand,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:51:04.3300000,10225600,2:50:25.6,10225600,2:50:25.6,10225600,2023-01-21T13:51:04.3300000,584,4363200,1:12:43.2,0,35,3062200,51:02.2,0,48,3202700,53:22.7,0,2023-01-21T11:00:38.730000,11:00:38
Sara,Spers,Sara Spers,F,SE,Axa Sportsclub,MoraLoppet 2023,Dam 40-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:35.8600000,10240330,2:50:40.3,10240330,2:50:40.3,10240330,2023-01-21T13:53:35.8600000,585,4377900,1:12:57.9,0,10,3217400,53:37.4,0,49,3217400,53:37.4,0,2023-01-21T11:02:55.530000,11:02:55
Per,Molin,Per Molin,M,SE,Oxvretens SK,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:02.3900000,10245990,2:50:45.9,10245990,2:50:45.9,10245990,2023-01-21T13:53:02.3900000,586,4383500,1:13:03.5,0,45,3338000,55:38.0,0,537,4383500,1:13:03.5,0,2023-01-21T11:02:16.400000,11:02:16
Markus,Roos,Markus Roos,M,SE,Axa SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:44.6000000,10247590,2:50:47.5,10247590,2:50:47.5,10247590,2023-01-21T13:53:44.6000000,587,4385100,1:13:05.1,0,254,4385100,1:13:05.1,0,538,4385100,1:13:05.1,0,2023-01-21T11:02:57.010000,11:02:57
Eric,Tilly,Eric Tilly,M,SE,Kungälvs OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:36.4900000,10252560,2:50:52.5,10252560,2:50:52.5,10252560,2023-01-21T13:53:36.4900000,588,4390100,1:13:10.1,0,255,4390100,1:13:10.1,0,539,4390100,1:13:10.1,0,2023-01-21T11:02:43.930000,11:02:43
Per,Broholm,Per Broholm,M,SE,If Hagen,MoraLoppet 2023,Herr 50-59,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:44.7800000,10258670,2:50:58.6,10258670,2:50:58.6,10258670,2023-01-21T13:53:44.7800000,589,4396200,1:13:16.2,0,104,3864800,1:04:24.8,0,540,4396200,1:13:16.2,0,2023-01-21T11:02:46.110000,11:02:46
Aron,Sigblad,Aron Sigblad,M,SE,Axa Sports Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:35.2500000,10259060,2:50:59.0,10259060,2:50:59.0,10259060,2023-01-21T13:53:35.2500000,590,4396600,1:13:16.6,0,256,4396600,1:13:16.6,0,541,4396600,1:13:16.6,0,2023-01-21T11:02:36.190000,11:02:36
Andreas,Sternbro,Andreas Sternbro,M,SE,Bromma-Vällingby SOK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:42.9800000,10265050,2:51:05.0,10265050,2:51:05.0,10265050,2023-01-21T13:53:42.9800000,591,4402600,1:13:22.6,0,131,4098700,1:08:18.7,0,542,4402600,1:13:22.6,0,2023-01-21T11:02:37.930000,11:02:37
Staffan,Svärd,Staffan Svärd,M,SE,Axa SC,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:39.1500000,10270880,2:51:10.8,10270880,2:51:10.8,10270880,2023-01-21T13:53:39.1500000,592,4408400,1:13:28.4,0,132,4104500,1:08:24.5,0,543,4408400,1:13:28.4,0,2023-01-21T11:02:28.270000,11:02:28
Emma,Björkman,Emma Björkman,F,SE,Sundbybergs IK,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:53:55.9700000,10271060,2:51:11.0,10271060,2:51:11.0,10271060,2023-01-21T13:53:55.9700000,593,4408600,1:13:28.6,0,36,3107600,51:47.6,0,50,3248100,54:08.1,0,2023-01-21T11:02:44.910000,11:02:44
Emma,Lindström,Emma Lindström,F,SE,AXA Sports Club,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:33.1000000,10278160,2:51:18.1,10278160,2:51:18.1,10278160,2023-01-21T13:53:33.1000000,594,4415700,1:13:35.7,0,37,3114700,51:54.7,0,51,3255200,54:15.2,0,2023-01-21T11:02:14.940000,11:02:14
Maria,Byhlin,Maria Byhlin,F,SE,Stora Tuna IK Skidklubb,MoraLoppet 2023,Dam 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:54:18.0400000,10299580,2:51:39.5,10299580,2:51:39.5,10299580,2023-01-21T13:54:18.0400000,595,4437100,1:13:57.1,0,3,465100,7:45.1,0,52,3276600,54:36.6,0,2023-01-21T11:02:38.460000,11:02:38
Martin,Lindström,Martin Lindström,M,SE,IF Rigor,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:54:01.7400000,10307950,2:51:47.9,10307950,2:51:47.9,10307950,2023-01-21T13:54:01.7400000,596,4445500,1:14:05.5,0,133,4141600,1:09:01.6,0,544,4445500,1:14:05.5,0,2023-01-21T11:02:13.790000,11:02:13
Anna,Anderberg,Anna Anderberg,F,SE,Träningskonsulten Sports Club,MoraLoppet 2023,Dam 40-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:54:36.9900000,10311400,2:51:51.4,10311400,2:51:51.4,10311400,2023-01-21T13:54:36.9900000,597,4449000,1:14:09.0,0,11,3288500,54:48.5,0,53,3288500,54:48.5,0,2023-01-21T11:02:45.590000,11:02:45
Martine,Malmer Herud,Martine Malmer Herud,F,NO,Magnor UL,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:52:45.1700000,10327270,2:52:07.2,10327270,2:52:07.2,10327270,2023-01-21T13:52:45.1700000,598,4464800,1:14:24.8,0,38,3163800,52:43.8,0,54,3304300,55:04.3,0,2023-01-21T11:00:37.900000,11:00:37
Andreas,Artursson,Andreas Artursson,M,SE,Team Pumpen SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:54:26.5000000,10336320,2:52:16.3,10336320,2:52:16.3,10336320,2023-01-21T13:54:26.5000000,599,4473900,1:14:33.9,0,134,4170000,1:09:30.0,0,545,4473900,1:14:33.9,0,2023-01-21T11:02:10.180000,11:02:10
Scott,Moore,Scott Moore,M,SE,Terrible Tuesdays,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:53:13.7800000,10342980,2:52:22.9,10342980,2:52:22.9,10342980,2023-01-21T13:53:13.7800000,600,4480500,1:14:40.5,0,135,4176600,1:09:36.6,0,546,4480500,1:14:40.5,0,2023-01-21T11:00:50.800000,11:00:50
Fredrik,Richter,Fredrik Richter,M,SE,IF Hallby SOK,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:55:43.4000000,10364840,2:52:44.8,10364840,2:52:44.8,10364840,2023-01-21T13:55:43.4000000,601,4502400,1:15:02.4,0,136,4198500,1:09:58.5,0,547,4502400,1:15:02.4,0,2023-01-21T11:02:58.560000,11:02:58
Niklas,Söderman,Niklas Söderman,M,SE,Morgongåva sk,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:55:53.6900000,10384750,2:53:04.7,10384750,2:53:04.7,10384750,2023-01-21T13:55:53.6900000,602,4522300,1:15:22.3,0,46,3476800,57:56.8,0,548,4522300,1:15:22.3,0,2023-01-21T11:02:48.940000,11:02:48
Albert,Söderlind,Albert Söderlind,M,SE,XC Sthlm,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:56:14.4600000,10406220,2:53:26.2,10406220,2:53:26.2,10406220,2023-01-21T13:56:14.4600000,603,4543800,1:15:43.8,0,137,4239900,1:10:39.9,0,549,4543800,1:15:43.8,0,2023-01-21T11:02:48.240000,11:02:48
Paul,Lundberg,Paul Lundberg,M,SE,Friluftsfrämjandet Lidingö,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:55:49.6600000,10409420,2:53:29.4,10409420,2:53:29.4,10409420,2023-01-21T13:55:49.6600000,604,4547000,1:15:47.0,0,257,4547000,1:15:47.0,0,550,4547000,1:15:47.0,0,2023-01-21T11:02:20.240000,11:02:20
